Date,Average Daily Wind Speed (mph),Precipitation (in),Average Relative Humidity (%),Average Temperature (F),Maximum Temperature (F),Minimum Temperature (F)
4/18/2018,10.51,0,64,72,83,64
4/19/2018,11.41,0,38,67,76,57
4/20/2018,9.17,0,61,60,67,53
4/21/2018,8.72,0.83,90,62,70,54
4/22/2018,11.41,0,71,63,71,52
4/23/2018,7.61,0,65,62,78,49
4/24/2018,2.46,0,63,70,84,54
4/25/2018,8.05,0,71,71,83,56
4/26/2018,6.71,0,61,62,76,48
4/27/2018,4.03,0,62,67,79,54
4/28/2018,2.68,0,59,69,83,56
4/29/2018,6.71,0,65,70,82,57
4/30/2018,10.96,0,76,69,80,58
5/1/2018,11.86,0,86,73,80,68
5/2/2018,14.99,0.02,80,77,87,71
5/3/2018,14.32,0,77,78,87,74
5/4/2018,8.5,0.85,93,73,77,65
5/5/2018,5.82,0,71,70,83,61
5/6/2018,2.68,0,63,71,85,57
5/7/2018,3.8,0,61,75,88,61
5/8/2018,8.72,0,57,76,89,63
5/9/2018,8.95,0,61,76,88,62
5/10/2018,10.51,0,68,75,88,61
5/11/2018,14.32,0,69,78,89,70
5/12/2018,12.75,0,71,80,91,72
5/13/2018,10.74,0,72,81,91,73
5/14/2018,9.4,0,70,81,89,73
5/15/2018,5.59,0,67,79,90,69
5/16/2018,5.14,0,66,80,92,66
5/17/2018,4.92,0,61,81,94,68
5/18/2018,10.51,0,69,82,94,71
5/19/2018,13.2,0,68,82,93,74
5/20/2018,8.05,0.45,90,77,84,68
5/21/2018,6.26,0.76,91,72,87,67
5/22/2018,5.37,0,78,76,86,68
5/23/2018,4.92,0,78,78,90,70
5/24/2018,5.14,0,75,79,90,71
5/25/2018,4.7,0,74,80,92,71
5/26/2018,7.38,0,71,83,93,72
5/27/2018,5.14,0,70,83,95,73
5/28/2018,3.58,0,65,84,94,74
5/29/2018,5.37,0,66,84,95,73
5/30/2018,11.18,0,70,83,94,73
5/31/2018,12.53,0,70,84,95,74
6/1/2018,10.74,0,70,85,96,77
6/2/2018,10.29,0,69,86,97,77
6/3/2018,4.7,1.56,74,85,98,70
6/4/2018,5.82,0,79,79,88,72
6/5/2018,7.61,0,70,84,95,75
6/6/2018,7.61,0,71,85,94,76
6/7/2018,9.17,0,68,84,94,75
6/8/2018,6.93,0,66,84,94,74
6/9/2018,8.28,0,72,83,93,72
6/10/2018,12.08,0,68,84,96,76
6/11/2018,14.54,0,67,85,96,78
6/12/2018,12.75,0,66,86,97,79
6/13/2018,8.72,0,65,85,96,74
6/14/2018,8.72,0,70,85,94,74
6/15/2018,10.29,0,69,84,96,74
6/16/2018,10.74,0,68,84,95,75
6/17/2018,8.28,0.12,86,81,90,76
6/18/2018,10.74,0.03,82,81,90,74
6/19/2018,9.62,0.14,91,78,86,74
6/20/2018,5.82,0.16,97,76,81,74
6/21/2018,4.7,0,82,80,90,73
6/22/2018,9.62,0,77,84,95,76
6/23/2018,13.42,0,74,84,95,76
6/24/2018,14.99,0,72,85,95,78
6/25/2018,12.53,0,75,84,94,77
6/26/2018,10.51,0,72,84,95,76
6/27/2018,8.95,0,71,84,95,74
6/28/2018,10.29,0,71,85,96,75
6/29/2018,12.08,0,72,85,96,76
6/30/2018,12.75,0,68,86,97,77
7/1/2018,10.51,0,67,85,97,77
7/2/2018,6.71,0,68,85,96,75
7/3/2018,7.38,0,64,86,98,74
7/4/2018,5.82,0.11,87,80,85,73
7/5/2018,4.03,0.04,71,81,96,71
7/6/2018,8.5,0.1,72,84,97,75
7/7/2018,3.8,0.57,90,79,90,74
7/8/2018,4.7,0,88,78,89,74
7/9/2018,3.13,0.58,94,77,86,73
7/10/2018,5.14,0,76,80,92,72
7/11/2018,4.7,0,71,83,93,74
7/12/2018,7.16,0,72,84,94,75
7/13/2018,7.16,0,70,84,94,75
7/14/2018,8.95,0,73,85,94,76
7/15/2018,9.4,0,73,85,96,76
7/16/2018,8.72,0,70,85,97,74
7/17/2018,8.72,0,69,85,97,75
7/18/2018,9.4,0,67,86,98,76
7/19/2018,9.17,0,66,87,100,76
7/20/2018,9.62,0,64,87,100,76
7/21/2018,8.28,0,67,87,99,75
7/22/2018,9.17,0,61,88,102,76
7/23/2018,7.16,0,55,89,106,76
7/24/2018,8.05,0,52,90,100,83
7/25/2018,3.36,0,56,88,99,76
7/26/2018,5.82,0,50,87,101,74
7/27/2018,5.37,0,50,87,101,75
7/28/2018,6.04,0,59,87,100,75
7/29/2018,7.83,0,59,88,100,75
7/30/2018,6.49,0.07,64,88,101,75
7/31/2018,5.37,0.13,75,84,92,76
8/1/2018,7.61,0,48,84,97,70
8/2/2018,5.14,0,51,84,97,70
8/3/2018,5.37,0,53,85,97,71
8/4/2018,10.51,0,70,84,96,73
8/5/2018,9.4,0,65,83,96,74
8/6/2018,9.17,0,70,85,96,75
8/7/2018,8.5,0,69,84,98,74
8/8/2018,9.17,0,69,85,97,75
8/9/2018,7.38,0,69,84,97,75
8/10/2018,6.93,0,71,85,95,75
8/11/2018,6.26,0,80,81,91,75
8/12/2018,6.71,0.21,90,79,89,72
8/13/2018,11.18,0,69,83,98,74
8/14/2018,10.29,0,70,84,97,74
8/15/2018,10.51,0,66,86,99,76
8/16/2018,10.29,0,68,87,101,76
8/17/2018,8.95,0,63,87,100,76
8/18/2018,8.28,0,63,88,100,77
8/19/2018,10.96,0,64,88,100,78
8/20/2018,8.28,0,61,88,101,79
8/21/2018,6.71,0,64,88,102,78
8/22/2018,5.59,0,58,88,102,75
8/23/2018,6.26,0,61,88,100,76
8/24/2018,9.17,0,64,87,99,75
8/25/2018,7.83,0,66,86,98,75
8/26/2018,8.28,0,66,87,99,76
8/27/2018,10.51,0,67,86,100,76
8/28/2018,10.51,0,71,86,100,77
8/29/2018,6.49,0,81,83,94,74
8/30/2018,4.47,0,67,82,98,72
8/31/2018,4.92,0,65,85,99,74
9/1/2018,7.16,0,67,86,98,76
9/2/2018,5.59,0.06,75,83,95,76
9/3/2018,7.83,0,48,90,,
9/4/2018,8.05,0,78,86,,
9/5/2018,6.49,0,73,83,96,75
9/6/2018,4.47,0,73,83,96,75
9/7/2018,4.25,0.23,82,81,93,73
9/8/2018,4.7,0.68,88,80,93,74
9/9/2018,5.14,1.56,94,76,79,73
9/10/2018,7.61,0.06,89,74,78,72
9/11/2018,7.16,0.77,98,74,79,73
9/12/2018,6.26,0.14,94,76,85,73
9/13/2018,9.84,0.18,90,78,91,72
9/14/2018,8.72,0.05,93,76,85,73
9/15/2018,7.83,0,80,80,93,72
9/16/2018,2.91,0,78,82,93,73
9/17/2018,2.46,0,73,81,93,73
9/18/2018,3.13,0,71,84,94,74
9/19/2018,4.92,0,72,83,94,74
9/20/2018,6.93,0.31,87,81,90,73
9/21/2018,8.05,0.41,90,80,92,76
9/22/2018,7.61,0.04,90,78,79,71
9/23/2018,3.58,0.01,91,72,75,69
9/24/2018,3.8,0,84,75,85,71
9/25/2018,6.93,0.01,84,80,89,72
9/26/2018,6.49,0.68,89,78,87,68
9/27/2018,8.05,0,82,70,78,65
9/28/2018,5.37,0,87,72,83,66
9/29/2018,5.82,1.72,98,74,75,71
9/30/2018,4.47,1.33,91,75,86,70
10/1/2018,4.92,0.1,95,74,82,70
10/2/2018,4.47,0,86,77,89,71
10/3/2018,6.71,0,82,80,90,73
10/4/2018,4.47,0,79,80,90,72
10/5/2018,6.71,0.1,84,81,91,73
10/6/2018,6.93,0,80,80,90,74
10/7/2018,7.16,0.07,88,79,90,74
10/8/2018,8.5,0.48,88,78,89,73
10/9/2018,7.83,0.65,96,76,86,68
10/10/2018,6.49,0.12,86,71,79,65
10/11/2018,7.83,0,69,68,78,60
10/12/2018,5.82,0,73,71,85,60
10/13/2018,12.3,0.77,87,78,86,72
10/14/2018,7.61,1.43,83,79,89,72
10/15/2018,14.99,2.72,97,60,74,47
10/16/2018,10.74,2.01,100,51,56,48
10/17/2018,10.74,0.09,96,55,60,52
10/18/2018,8.95,0.01,79,58,67,54
10/19/2018,5.82,0.41,90,65,75,61
10/20/2018,9.62,0.01,94,64,69,60
10/21/2018,9.17,0,62,63,72,55
10/22/2018,5.82,0.01,72,58,64,53
10/23/2018,7.61,0.48,81,58,64,52
10/24/2018,7.38,0.58,98,61,64,57
10/25/2018,6.26,0.08,89,61,66,52
10/26/2018,2.68,0,82,60,74,50
10/27/2018,4.92,0,78,65,83,53
10/28/2018,6.04,0,75,69,83,57
10/29/2018,7.61,0,82,70,83,62
10/30/2018,10.29,0,81,73,83,65
10/31/2018,10.51,1.61,94,71,75,58
11/1/2018,11.41,0,69,59,66,51
11/2/2018,5.14,0,67,58,73,45
11/3/2018,10.74,0,72,62,77,50
11/4/2018,7.38,2.47,75,65,71,58
11/5/2018,7.61,0,91,67,80,57
11/6/2018,4.7,0,89,73,84,64
11/7/2018,6.04,0,88,76,87,63
11/8/2018,8.5,0.03,98,62,63,57
11/9/2018,14.99,0.52,81,55,58,48
11/10/2018,8.05,0,65,48,50,45
11/11/2018,7.83,0.26,89,49,53,47
11/12/2018,15.66,0.13,91,47,50,39
11/13/2018,13.65,0,77,38,39,31
11/14/2018,6.49,0,66,36,50,28
11/15/2018,3.8,0,65,41,60,29
11/16/2018,5.14,0,64,52,69,40
11/17/2018,7.38,0,76,58,73,48
11/18/2018,8.05,0.19,87,55,59,46
11/19/2018,8.28,0.27,85,46,50,42
11/20/2018,8.05,0,68,50,62,39
11/21/2018,4.7,0.1,74,50,61,41
11/22/2018,4.03,0,74,54,64,45
11/23/2018,5.37,0,80,60,74,50
11/24/2018,4.7,0,74,59,77,45
11/25/2018,13.42,0,63,63,69,45
11/26/2018,9.62,0,57,47,54,37
11/27/2018,5.59,0,59,45,62,32
11/28/2018,9.62,0,76,54,70,44
11/29/2018,10.29,0,92,65,75,59
11/30/2018,10.96,0,86,71,78,67
12/1/2018,8.28,0.43,60,69,75,52
12/2/2018,7.16,0,56,58,69,46
12/3/2018,11.86,0,56,55,64,46
12/4/2018,10.29,0,61,47,57,38
12/5/2018,6.04,0,56,47,59,37
12/6/2018,7.83,0.04,84,53,60,46
12/7/2018,11.41,4.01,99,56,60,47
12/8/2018,13.87,0.23,96,46,47,41
12/9/2018,9.62,0,86,43,47,40
12/10/2018,3.58,0,75,44,57,34
12/11/2018,6.04,0,74,46,62,34
12/12/2018,11.41,0,84,57,66,50
12/13/2018,11.63,0.05,75,65,73,44
12/14/2018,16.55,0.01,86,46,51,44
12/15/2018,8.72,0,53,51,61,40
12/16/2018,1.79,0,70,47,61,37
12/17/2018,3.13,0,68,54,68,43
12/18/2018,3.36,0.07,92,49,61,39
12/19/2018,5.37,1.01,92,56,64,52
12/20/2018,14.99,0.02,60,56,61,50
12/21/2018,7.61,0,50,51,63,40
12/22/2018,10.07,0,68,56,75,46
12/23/2018,10.07,0,57,56,63,46
12/24/2018,8.5,0,72,52,66,43
12/25/2018,9.4,0,88,63,73,58
12/26/2018,16.11,0.54,94,65,71,62
12/27/2018,7.83,3.04,75,62,71,50
12/28/2018,11.86,0,64,49,56,41
12/29/2018,12.53,0,69,46,46,43
12/30/2018,6.93,0.01,87,44,45,42
12/31/2018,6.26,0.14,83,48,62,43
1/1/2019,9.4,0,86,48,55,42
1/2/2019,11.86,2.22,97,43,46,39
1/3/2019,9.4,0.25,94,41,45,34
1/4/2019,5.14,0,80,43,60,33
1/5/2019,3.8,0,67,51,71,38
1/6/2019,10.51,0,87,56,72,44
1/7/2019,8.95,0,92,64,73,61
1/8/2019,5.82,0,82,63,75,56
1/9/2019,8.95,0,49,56,61,44
1/10/2019,4.25,0,51,50,59,40
1/11/2019,9.62,0.5,69,55,65,45
1/12/2019,10.51,0,75,57,59,43
1/13/2019,9.17,0,71,46,53,39
1/14/2019,6.04,0,76,42,52,36
1/15/2019,3.13,0,78,46,52,44
1/16/2019,6.04,0.08,94,51,58,47
1/17/2019,8.05,0.01,82,61,72,50
1/18/2019,7.16,0.09,98,56,67,49
1/19/2019,19.69,0.14,62,55,67,36
1/20/2019,6.04,0,63,39,51,29
1/21/2019,13.42,0,71,47,64,36
1/22/2019,15.43,0.84,82,62,70,42
1/23/2019,12.08,0.38,65,44,48,34
1/24/2019,4.25,0,60,42,59,29
1/25/2019,5.59,0,65,47,60,36
1/26/2019,5.14,0.17,85,51,59,43
1/27/2019,3.36,0,87,49,60,41
1/28/2019,10.96,0.13,73,54,69,43
1/29/2019,10.51,0,46,45,50,34
1/30/2019,7.16,0,49,44,51,39
1/31/2019,7.16,0.02,83,51,63,46
2/1/2019,5.37,0,91,58,70,54
2/2/2019,7.16,0.08,93,62,67,58
2/3/2019,8.72,0,97,63,70,60
2/4/2019,7.61,0,91,68,75,66
2/5/2019,11.18,0,89,70,78,67
2/6/2019,14.32,0,88,72,77,69
2/7/2019,16.33,0.76,78,65,73,39
2/8/2019,14.32,0.01,66,37,39,33
2/9/2019,9.17,0.03,83,36,40,35
2/10/2019,5.37,0.08,96,42,49,39
2/11/2019,5.14,0.06,96,53,66,48
2/12/2019,12.3,0,58,58,62,42
2/13/2019,8.5,0,62,49,64,32
2/14/2019,12.53,0,77,60,75,51
2/15/2019,8.5,0,84,65,82,56
2/16/2019,8.05,0,85,54,65,44
2/17/2019,13.65,0,75,53,59,47
2/18/2019,12.53,0,47,52,63,45
2/19/2019,10.51,0.19,90,46,48,42
2/20/2019,6.93,0.03,73,47,62,40
2/21/2019,10.29,0.01,85,51,55,48
2/22/2019,6.26,0.45,99,50,54,48
2/23/2019,10.07,0.04,57,61,74,54
2/24/2019,9.17,0,48,55,64,43
2/25/2019,9.62,0,60,53,64,44
2/26/2019,6.26,0.36,99,55,59,53
2/27/2019,3.8,0,98,61,70,51
2/28/2019,10.51,0,96,46,51,37
3/1/2019,5.14,0,89,45,53,42
3/2/2019,7.38,0,98,51,56,48
3/3/2019,15.66,0.01,87,48,49,34
3/4/2019,15.21,0,68,33,35,29
3/5/2019,10.74,0,51,34,47,26
3/6/2019,10.29,0,51,42,58,32
3/7/2019,9.62,0,85,57,72,51
3/8/2019,13.87,0,86,71,79,67
3/9/2019,10.29,0.11,70,74,84,62
3/10/2019,4.92,0,84,71,82,65
3/11/2019,8.05,0,90,67,72,61
3/12/2019,13.42,0,90,65,78,61
3/13/2019,13.2,0.54,95,65,73,54
3/14/2019,11.63,0.56,57,67,73,55
3/15/2019,13.42,0,46,55,62,47
3/16/2019,7.16,0,43,53,63,45
3/17/2019,5.37,0,45,57,67,47
3/18/2019,4.25,0,49,57,70,46
3/19/2019,6.71,0,51,59,72,48
3/20/2019,5.59,0,62,62,76,51
3/21/2019,2.91,0,56,62,76,46
3/22/2019,5.82,0,57,63,79,50
3/23/2019,11.41,0,79,65,76,58
3/24/2019,8.72,0,81,69,82,62
3/25/2019,9.84,0.03,71,72,81,62
3/26/2019,7.61,0,61,65,76,54
3/27/2019,8.05,0,61,63,75,52
3/28/2019,11.41,0,72,64,78,52
3/29/2019,13.2,0,75,69,80,61
3/30/2019,14.76,0,76,65,72,50
3/31/2019,11.41,0,59,50,57,42
4/1/2019,4.47,0,59,49,59,39
4/2/2019,5.14,0,58,53,70,37
4/3/2019,10.74,0.01,75,60,72,50
4/4/2019,6.93,0.04,80,71,86,62
4/5/2019,7.16,0,87,72,82,67
4/6/2019,8.95,0.37,93,71,74,65
4/7/2019,9.17,1.16,92,69,72,61
4/8/2019,9.17,0.02,76,68,83,61
4/9/2019,2.46,0,60,72,87,55
4/10/2019,14.76,0,64,75,89,61
4/11/2019,9.17,0,61,73,82,58
4/12/2019,9.17,0.01,65,65,79,55
4/13/2019,14.32,0.2,82,67,76,47
4/14/2019,9.4,0,58,56,70,46
4/15/2019,11.18,0,60,64,81,50
4/16/2019,14.09,0,75,70,82,60
4/17/2019,14.09,0.01,94,72,77,68
4/18/2019,11.63,1.66,77,68,74,56
4/19/2019,12.3,0,54,63,72,50
4/20/2019,4.7,0,62,61,77,46
4/21/2019,12.97,0,68,69,83,56
4/22/2019,10.07,0,77,71,81,63
4/23/2019,9.84,0,85,71,78,66
4/24/2019,7.83,2.07,97,69,73,63
4/25/2019,7.16,0,75,67,82,58
4/26/2019,5.37,0,66,71,81,61
4/27/2019,10.51,0,70,72,84,62
4/28/2019,10.07,0,74,72,84,63
4/29/2019,13.42,0,77,75,87,67
4/30/2019,17.9,0,78,79,87,75
5/1/2019,13.65,0,81,78,84,74
5/2/2019,9.84,2.09,88,74,83,63
5/3/2019,7.83,2.81,93,69,79,65
5/4/2019,8.5,0.09,78,71,82,61
5/5/2019,6.26,0,73,73,84,64
5/6/2019,6.71,0,77,74,83,65
5/7/2019,9.17,0.6,88,75,84,69
5/8/2019,5.82,0.88,93,71,76,66
5/9/2019,8.95,0,84,78,88,66
5/10/2019,10.96,0,85,65,72,57
5/11/2019,8.28,0.06,95,64,68,60
5/12/2019,7.61,0,74,67,76,62
5/13/2019,3.58,0,69,71,84,57
5/14/2019,4.25,0,65,74,85,63
5/15/2019,5.14,0,64,76,86,66
5/16/2019,6.04,0,68,76,87,64
5/17/2019,12.08,0,77,77,89,68
5/18/2019,13.42,0.08,84,80,86,76
5/19/2019,7.16,0,76,82,93,77
5/20/2019,18.12,0,73,83,92,76
5/21/2019,10.51,0.03,75,78,84,65
5/22/2019,16.11,0,74,82,93,76
5/23/2019,15.21,0,73,83,92,77
5/24/2019,13.42,0,69,83,92,76
5/25/2019,11.41,0,70,81,92,73
5/26/2019,11.41,0,68,82,92,74
5/27/2019,11.86,0,71,80,90,72
5/28/2019,16.11,0,71,82,93,74
5/29/2019,15.21,0,74,83,91,77
5/30/2019,5.82,0,83,79,87,70
5/31/2019,6.49,1.26,81,80,88,72
6/1/2019,4.25,0,75,80,91,72
6/2/2019,4.7,0,71,84,93,76
6/3/2019,6.04,0,70,84,93,75
6/4/2019,6.04,0.19,79,83,90,74
6/5/2019,8.28,1.85,90,77,82,74
6/6/2019,5.37,0.11,76,78,88,70
6/7/2019,7.16,0,70,80,90,71
6/8/2019,6.26,0,65,82,94,72
6/9/2019,7.83,0,68,85,95,76
6/10/2019,11.63,0,66,81,87,74
6/11/2019,6.93,0,60,78,86,72
6/12/2019,2.68,0,61,78,89,68
6/13/2019,7.61,0,50,81,89,72
6/14/2019,10.96,0,64,81,91,71
6/15/2019,13.2,0,70,83,95,74
6/16/2019,11.63,1.63,87,81,88,63
6/17/2019,5.37,0.17,78,74,87,67
6/18/2019,4.92,0,73,83,92,74
6/19/2019,11.41,0.05,74,85,95,71
6/20/2019,12.97,0,76,83,94,71
6/21/2019,14.32,0,75,86,94,81
6/22/2019,15.88,0,76,86,93,82
6/23/2019,16.11,0.01,75,86,94,81
6/24/2019,9.4,0.52,83,78,84,69
6/25/2019,10.51,0,75,79,91,71
6/26/2019,6.93,0.23,84,78,91,71
6/27/2019,4.03,0.07,84,79,92,73
6/28/2019,3.36,0,78,80,92,73
6/29/2019,6.71,0.08,78,82,92,70
6/30/2019,4.25,0.04,80,75,86,69
7/1/2019,6.26,0.17,79,80,89,74
7/2/2019,6.71,0,80,81,90,74
7/3/2019,7.61,0,82,80,89,74
7/4/2019,12.08,0,73,84,94,75
7/5/2019,10.51,0,74,84,94,77
7/6/2019,6.71,0,74,84,94,75
7/7/2019,5.82,0,74,85,94,76
7/8/2019,6.49,0,70,85,94,77
7/9/2019,8.95,0,70,86,96,78
7/10/2019,6.71,0,69,86,95,74
7/11/2019,9.84,0,65,84,95,73
7/12/2019,9.84,0,61,87,94,79
7/13/2019,11.41,0.01,68,85,95,78
7/14/2019,7.16,0,72,83,92,76
7/15/2019,6.26,0,72,84,95,78
7/16/2019,11.41,0,71,86,97,79
7/17/2019,10.29,0,71,86,97,78
7/18/2019,10.51,0,69,86,96,77
7/19/2019,10.74,0,70,86,97,76
7/20/2019,9.17,0,67,86,97,77
7/21/2019,7.61,0,69,85,97,75
7/22/2019,5.14,0,65,86,98,77
7/23/2019,12.53,0,60,84,91,77
7/24/2019,10.51,0,52,80,89,70
7/25/2019,6.93,0,51,80,91,68
7/26/2019,4.7,0,51,81,94,68
7/27/2019,5.59,0,61,84,97,73
7/28/2019,9.84,0,72,85,95,75
7/29/2019,9.84,0,67,86,98,77
7/30/2019,7.83,0,67,88,100,77
7/31/2019,5.82,0,65,85,101,76
8/1/2019,4.25,0,63,86,98,76
8/2/2019,3.58,0.38,73,85,97,77
8/3/2019,3.8,0.07,76,82,90,77
8/4/2019,4.47,0.09,79,83,93,78
8/5/2019,3.58,0.09,71,85,98,76
8/6/2019,5.59,0,68,86,98,77
8/7/2019,8.28,0,65,87,99,78
8/8/2019,10.51,0,66,88,100,79
8/9/2019,10.29,0,65,88,100,80
8/10/2019,8.5,0,63,88,100,77
8/11/2019,7.61,0,64,88,101,78
8/12/2019,9.62,0,62,89,101,79
8/13/2019,8.05,0,60,90,101,79
8/14/2019,5.82,0.57,72,89,102,80
8/15/2019,5.14,0,66,85,99,77
8/16/2019,6.49,0,66,88,99,78
8/17/2019,9.62,0,64,88,100,79
8/18/2019,10.51,0,65,89,100,79
8/19/2019,7.16,0,67,88,101,78
8/20/2019,7.16,0,68,87,99,78
8/21/2019,7.38,0,63,86,99,77
8/22/2019,6.71,0,65,86,99,76
8/23/2019,6.26,0,70,86,100,77
8/24/2019,4.92,0.04,68,85,98,77
8/25/2019,6.93,0.28,76,85,98,75
8/26/2019,12.3,0,68,88,100,80
8/27/2019,6.93,0,67,88,97,81
8/28/2019,4.7,0.54,75,85,94,78
8/29/2019,4.47,0,67,85,96,76
8/30/2019,4.92,0.04,71,86,96,76
8/31/2019,5.14,0,69,83,95,76
9/1/2019,4.47,0,63,85,97,76
9/2/2019,6.26,0,54,86,99,73
9/3/2019,6.71,0,53,87,99,76
9/4/2019,7.16,0,51,88,100,77
9/5/2019,2.68,0,53,87,99,74
9/6/2019,4.25,0,56,87,100,75
9/7/2019,5.59,0,59,86,99,74
9/8/2019,6.93,0,62,86,99,73
9/9/2019,8.05,0.17,77,83,96,74
9/10/2019,5.59,0.33,79,81,95,73
9/11/2019,6.04,1.05,77,81,94,74
9/12/2019,5.82,0,73,81,94,74
9/13/2019,3.13,0,64,84,96,74
9/14/2019,5.82,0,56,85,99,75
9/15/2019,4.7,0,58,85,96,73
9/16/2019,6.93,0,61,85,97,75
9/17/2019,10.29,0.02,80,80,89,75
9/18/2019,5.82,0.09,86,79,87,75
9/19/2019,6.93,0.52,87,80,89,75
9/20/2019,10.96,0.36,82,81,92,76
9/21/2019,9.17,0,75,81,92,75
9/22/2019,7.83,0,75,82,93,75
9/23/2019,6.71,0,74,84,94,78
9/24/2019,8.72,0,72,84,94,76
9/25/2019,6.04,0,71,82,93,72
9/26/2019,5.82,0,69,82,92,73
9/27/2019,9.17,0,82,81,91,73
9/28/2019,10.29,0,73,83,94,77
9/29/2019,9.62,0,71,84,94,77
9/30/2019,10.07,0,74,83,95,76
10/1/2019,9.62,0,71,83,95,75
10/2/2019,6.49,0,67,83,95,73
10/3/2019,4.92,0,65,83,95,72
10/4/2019,5.59,0,62,84,95,73
10/5/2019,3.13,0,60,84,97,74
10/6/2019,4.03,0,63,83,95,74
10/7/2019,11.86,0,67,77,79,70
10/8/2019,6.26,0,57,73,86,62
10/9/2019,9.62,0,68,76,92,64
10/10/2019,13.65,0,65,84,96,74
10/11/2019,13.87,0.52,78,65,79,48
10/12/2019,8.95,0,45,59,67,53
10/13/2019,4.47,0,54,65,79,57
10/14/2019,5.82,0.1,80,76,88,69
10/15/2019,5.59,0.08,82,81,92,77
10/16/2019,11.41,0,63,71,77,57
10/17/2019,6.26,0,59,64,78,54
10/18/2019,5.14,0,66,65,83,51
10/19/2019,5.82,0,75,76,93,65
10/20/2019,9.62,0,65,77,94,64
10/21/2019,10.07,0.26,50,77,82,63
10/22/2019,4.47,0,51,67,82,53
10/23/2019,11.18,0,56,69,85,55
10/24/2019,11.63,0.95,71,72,86,54
10/25/2019,16.33,0.19,78,56,54,48
10/26/2019,7.83,0,68,56,71,50
10/27/2019,6.71,0,64,63,80,50
10/28/2019,6.49,0,81,67,79,59
10/29/2019,7.61,0.41,91,66,68,54
10/30/2019,13.65,0.55,87,52,54,43
10/31/2019,11.63,0,58,45,55,36
11/1/2019,3.36,0,56,45,63,32
11/2/2019,4.03,0,55,55,71,39
11/3/2019,6.49,0,59,56,73,42
11/4/2019,8.28,0,76,64,80,53
11/5/2019,5.59,0,77,73,85,64
11/6/2019,8.05,0,65,74,85,64
11/7/2019,10.29,0.11,83,64,70,47
11/8/2019,10.29,0.02,87,50,54,45
11/9/2019,2.01,0,61,52,69,42
11/10/2019,6.71,0,64,59,77,45
11/11/2019,13.87,0.19,80,64,76,35
11/12/2019,16.55,0.01,50,38,46,31
11/13/2019,4.7,0,56,37,45,28
11/14/2019,6.49,0.62,87,44,46,37
11/15/2019,3.8,0,72,47,64,34
11/16/2019,2.01,0,64,49,64,34
11/17/2019,2.91,0,71,54,70,42
11/18/2019,1.34,0,61,58,73,46
11/19/2019,4.25,0,68,61,80,47
11/20/2019,13.42,0.01,77,69,83,58
11/21/2019,9.62,0.13,82,74,80,70
11/22/2019,9.4,0.08,86,64,71,49
11/23/2019,7.61,0,65,53,65,44
11/24/2019,4.03,0,63,53,72,40
11/25/2019,10.07,0,73,63,83,49
11/26/2019,10.51,0,82,72,79,66
11/27/2019,13.42,0,30,63,71,54
11/28/2019,7.38,0.03,67,58,63,53
11/29/2019,10.29,0.07,86,65,79,56
11/30/2019,12.53,0,71,78,86,62
12/1/2019,8.95,0,37,60,65,47
12/2/2019,6.04,0,49,52,65,39
12/3/2019,4.7,0,54,51,72,39
12/4/2019,3.8,0,47,58,74,40
12/5/2019,8.5,0,67,63,77,52
12/6/2019,11.18,0,61,67,73,53
12/7/2019,3.36,0,65,57,71,44
12/8/2019,10.07,0,76,60,75,50
12/9/2019,10.51,0,72,72,82,58
12/10/2019,14.76,0.4,63,53,58,44
12/11/2019,7.61,0,63,48,59,43
12/12/2019,3.58,0,,49,62,39
12/13/2019,6.93,0,59,58,73,46
12/14/2019,5.82,0,66,57,76,43
12/15/2019,13.87,0,76,70,83,61
12/16/2019,13.87,0,77,61,72,39
12/17/2019,14.09,0,53,44,54,36
12/18/2019,2.91,0,47,43,61,28
12/19/2019,4.25,0,48,45,60,32
12/20/2019,6.71,0.08,73,49,56,43
12/21/2019,4.92,0,71,52,61,43
12/22/2019,6.04,0,78,47,59,36
12/23/2019,1.57,0,67,50,70,34
12/24/2019,3.36,0,60,54,72,39
12/25/2019,4.92,0,73,57,75,44
12/26/2019,5.14,0,79,63,75,56
12/27/2019,6.93,0,82,64,75,54
12/28/2019,10.96,0.08,85,67,75,60
12/29/2019,8.72,0,62,61,66,41
12/30/2019,6.71,0,48,49,61,35
12/31/2019,3.8,0,45,48,64,33
1/1/2020,4.25,0.05,54,53,59,48
1/2/2020,4.92,0.19,92,58,61,54
1/3/2020,7.61,0,76,55,64,46
1/4/2020,5.37,0,50,54,72,39
1/5/2020,8.95,0,51,57,75,43
1/6/2020,5.82,0,65,59,74,45
1/7/2020,4.25,0,43,56,69,40
1/8/2020,10.51,0,57,53,71,39
1/9/2020,13.42,0.04,80,66,75,59
1/10/2020,16.78,0.75,84,72,75,61
1/11/2020,12.3,0.01,71,56,62,39
1/12/2020,6.04,0,74,45,62,35
1/13/2020,4.7,0.04,87,54,66,47
1/14/2020,3.58,0.2,92,63,73,61
1/15/2020,8.72,0,83,73,82,67
1/16/2020,7.16,0,88,70,74,63
1/17/2020,10.07,0.1,86,65,74,61
1/18/2020,10.51,0.01,73,68,70,49
1/19/2020,12.3,0,39,51,61,41
1/20/2020,5.14,0,45,49,63,36
1/21/2020,6.71,0,50,50,64,38
1/22/2020,10.07,0.88,88,51,59,45
1/23/2020,8.05,0,82,58,59,43
